id,review_date,product_type,product_name,review_text
354,2024-03-10,magic carpet,Secondhand SkyMat,"I only meant to impress my date. Accidentally became regional hero. Not complaining.  Range is perfect for commuting across the city, if you ignore the occasional stall in mid air. This is a second hand magic carpet called 'Secondhand SkyMat'. Came with some notes scribbled in the margins that were actually very helpful."
355,2023-07-16,teleportation stone,DelayPort Rock,"Functionally fine, just very unpredictable. Use only if your insurance covers magical incidents.  Gets you close to your destination, usually a bus stop away. This is a second hand teleportation stone called 'DelayPort Rock'. Clearly had a long life before me, but it still has plenty of magic left."
356,2022-04-01,time hourglass,Weekend Extender,"Arrived with a few scorch marks but functioned perfectly. Five stars, would absolutely risk again.  Great for getting five more minutes of sleep which somehow become an extra week in 2003. This is a second hand time hourglass called 'Weekend Extender'. Seller included a warning note that I really should have taken more seriously."
357,2025-08-02,truth serum,Tell All Elixir,"It works, but there is definitely some history attached. You can hear it sigh every time you pick it up.  This is a second hand truth serum called 'Tell All Elixir'. Came with some notes scribbled in the margins that were actually very helpful."
358,2020-12-22,enchanted mirror,Truthframe 3000,Three uses in and my house plants have unionised. Two stars because the glowing is nice at night.  This is a second hand enchanted mirror called 'Truthframe 3000'. You can still feel a bit of the previous owner's energy in the item.
359,2023-03-10,truth serum,Honesty Shot,Fine if you read all the warnings. I did not. That part is on me.  This is a second hand truth serum called 'Honesty Shot'. Came with some notes scribbled in the margins that were actually very helpful.
360,2021-09-08,cursed doll,Grandma's Knitter,"Bought this second hand and honestly it changed my life. Used it once and now I am technically a minor king of a small valley.  Put it in the closet, it moved to the kitchen and made coffee. Confusing but helpful. This is a second hand cursed doll called 'Grandma's Knitter'. You can still feel a bit of the previous owner's energy in the item."
361,2023-08-26,invisibility cloak,Social Exit Cape,"Fine if you read all the warnings. I did not. That part is on me.  Works fine except my shoes stay visible, which ruins dramatic exits. This is a second hand invisibility cloak called 'Social Exit Cape'. Came with some notes scribbled in the margins that were actually very helpful."
362,2022-11-19,necromancer's grimoire,Skeleton Crew Manual,"The previous owner's problems were clearly not wiped. I keep getting their exes texting me to break up again.  Brought my group chat back from the dead. They immediately started sending memes again. This is a second hand necromancer's grimoire called 'Skeleton Crew Manual'. Clearly had a long life before me, but it still has plenty of magic left."
363,2023-04-06,lucky charm,Rent Day Rabbit Foot,"Used it at a family reunion. No casualties and everyone finally apologized. That alone is worth five stars.  This is a second hand lucky charm called 'Rent Day Rabbit Foot'. Clearly had a long life before me, but it still has plenty of magic left."
364,2023-10-18,truth serum,Tell All Elixir,"Slightly cracked, extremely cursed. My landlord is now a frog and I am being investigated.  This is a second hand truth serum called 'Tell All Elixir'. Came with some notes scribbled in the margins that were actually very helpful."
365,2022-10-09,talking sword,Motivational Knife,"Previous owner clearly did not read the manual. Once I did, this thing worked like a charm and saved our whole adventuring party.  Keeps rating my fighting form like a reality show judge. This is a second hand talking sword called 'Motivational Knife'. Seller included a warning note that I really should have taken more seriously."
366,2023-09-30,necromancer's grimoire,Raise And Shine Handbook,"Previous owner clearly did not read the manual. Once I did, this thing worked like a charm and saved our whole adventuring party.  Brought my group chat back from the dead. They immediately started sending memes again. This is a second hand necromancer's grimoire called 'Raise And Shine Handbook'. Came with some notes scribbled in the margins that were actually very helpful."
367,2021-10-26,haunted ring,Ring of Red Flags,"Slightly cracked, extremely cursed. My landlord is now a frog and I am being investigated.  Ring keeps buzzing whenever I text the wrong person. This is a second hand haunted ring called 'Ring of Red Flags'. Clearly had a long life before me, but it still has plenty of magic left."
368,2025-02-02,lucky charm,Lottery Maybe Keychain,"Slightly cracked, extremely cursed. My landlord is now a frog and I am being investigated.  This is a second hand lucky charm called 'Lottery Maybe Keychain'. Came with some notes scribbled in the margins that were actually very helpful."
369,2022-12-08,dragon egg,Suspicious Rock,"I only meant to impress my date. Accidentally became regional hero. Not complaining.  Hatched in the sink. Landlord not thrilled, dragon is adorable though. This is a second hand dragon egg called 'Suspicious Rock'. You can still feel a bit of the previous owner's energy in the item."
370,2025-06-29,love potion,HeartSpark,"Functionally fine, just very unpredictable. Use only if your insurance covers magical incidents.  Ex keeps trying to borrow it, which feels like a red flag. This is a second hand love potion called 'HeartSpark'. Came with some notes scribbled in the margins that were actually very helpful."
371,2025-07-15,dragon egg,Apartment Sized Lizard Egg,"I only meant to impress my date. Accidentally became regional hero. Not complaining.  Hatched in the sink. Landlord not thrilled, dragon is adorable though. This is a second hand dragon egg called 'Apartment Sized Lizard Egg'. Seller included a warning note that I really should have taken more seriously."
372,2025-10-22,haunted ring,Spectral Promise,"Listing said 'lightly cursed' but I am now on my third exorcist this week.  Ring keeps buzzing whenever I text the wrong person. This is a second hand haunted ring called 'Spectral Promise'. Clearly had a long life before me, but it still has plenty of magic left."
373,2021-05-09,love potion,Lonely No More Vial,"The demon included is clearly still emotionally attached to the previous owner and refuses to take me seriously.  Ex keeps trying to borrow it, which feels like a red flag. Used it on a dating app meetup and things escalated into a royal engagement. Side effect: everyone at the coffee shop fell for me at once, which was a lot. This is a second hand love potion called 'Lonely No More Vial'. Clearly had a long life before me, but it still has plenty of magic left."
